proper,con,dist,mag,absmag,ci
,Aqr,170.4,8.48,2.32,0.438
,Mic,252.5,8.93,1.92,1.008
,Cep,367.6,8.43,0.6,1.192
,Cyg,137.6,7.53,1.84,0.056
,Cyg,32.7,9.6,7.03,1.102
,Aqr,184.2,6.71,0.38,1.503
,Mic,207.9,7.96,1.37,1.068
,Mic,318.5,8.45,0.94,1.336
,Ind,70.9,6.69,2.44,0.247
,Cyg,729.9,8.5,-0.82,1.574
,Aqr,119.2,9.11,3.73,0.541
,Aqr,74.6,8.48,4.12,0.536
,Ind,139.7,8.48,2.76,0.485
,Ind,128.5,6.7,1.16,-0.015
,Cyg,555.6,9.35,0.63,1.827
,Aqr,143.7,8.35,2.56,0.355
,Cyg,909.1,7.78,-2.01,-0.144
,Cap,95.9,7.81,2.9,0.315
,Equ,38.1,8.01,5.1,0.692
,Aqr,613.5,9.16,0.22,0.446
,Del,877.2,7.03,-2.68,-0.133
,Cap,526.3,7.72,-0.89,1.644
,Ind,199.2,8.99,2.49,0.948
,Pav,207.0,7.47,0.89,1.104
,Equ,219.8,6.73,0.02,0.127
,Equ,80.3,7.38,2.86,0.413
,Ind,136.6,7.06,1.38,-0.031
,Vul,107.0,7.73,2.58,0.369
,Mic,87.7,9.85,5.14,0.767
,Vul,32.7,9.84,7.27,1.16
,Vul,136.2,9.53,3.86,0.579
,Ind,116.7,9.55,4.22,0.587
,Aqr,41.2,9.72,6.64,0.997
,Del,123.3,9.13,3.68,0.546
,Cyg,109.3,7.74,2.55,0.377
,Cyg,869.6,9.42,-0.28,1.419
,Mic,152.4,8.64,2.72,0.125
,Aqr,90.3,6.88,2.1,0.263
,Cyg,328.9,9.15,1.56,0.085
,Aqr,161.8,8.03,1.98,0.246
,Cyg,370.4,8.64,0.8,0.006
,Aqr,249.4,8.01,1.03,1.205
,Cyg,66.8,7.87,3.75,0.539
,Cyg,170.4,7.48,1.32,0.1
,Oct,94.3,9.44,4.57,0.528
,Cyg,121.2,8.3,2.88,0.512
,Del,571.4,7.92,-0.86,1.37
,Oct,80.2,7.78,3.26,0.583
,Vul,227.8,8.18,1.39,0.163
,Equ,178.3,12.39,6.14,1.348
,Pav,114.4,8.27,2.98,0.4
,Cap,285.7,8.49,1.21,0.097
,Cyg,400.0,8.27,0.26,0.032
,Cep,227.3,8.0,1.22,0.169
,Cep,704.2,7.95,-1.29,0.39
,Equ,357.1,6.14,-1.62,1.669
,Cap,285.7,9.14,1.86,0.899
,Ind,241.0,8.88,1.97,1.106
,Cap,476.2,8.21,-0.18,1.52
,Cyg,434.8,7.91,-0.28,-0.05
,Cap,378.8,7.57,-0.32,1.371
,Mic,259.7,8.18,1.11,1.228
,Pav,157.0,5.75,-0.23,1.18
,Cap,55.1,5.3,1.59,0.0
,Cep,467.3,9.99,1.64,0.507
,Cap,82.0,7.89,3.32,0.511
,Cyg,49.4,9.59,6.12,0.909
,Ind,75.9,9.7,5.3,0.543
,Cyg,115.7,5.6,0.28,-0.048
,Cyg,296.7,8.09,0.73,-0.08
,Mic,172.1,6.87,0.69,-0.073
,Cep,31.1,8.69,6.22,0.832
,Cap,86.1,10.1,5.42,0.995
,Mic,190.1,8.72,2.33,1.018
,Aqr,243.9,8.11,1.17,1.201
,Cyg,248.8,8.08,1.1,0.074
,Aqr,27.1,9.45,7.29,1.15
Polaris Australis,Oct,86.1,5.45,0.77,0.283
,Cyg,62.4,10.79,6.81,0.95
,Oct,187.3,6.57,0.21,1.229
,Equ,471.7,8.56,0.19,1.738
,Cap,621.1,8.14,-0.83,1.401
,Aqr,220.3,7.05,0.34,-0.058
,Aqr,58.8,8.75,4.9,1.0
,Pav,225.2,7.84,1.08,0.262
,Pav,260.4,8.92,1.84,1.386
,Peg,526.3,9.06,0.45,1.4
,Aqr,138.9,8.24,2.53,0.24
,Aqr,181.2,6.58,0.29,1.174
,Cyg,68.5,6.97,2.79,0.395
,Mic,176.4,6.98,0.75,0.931
,Equ,142.5,8.43,2.66,0.393
,Ind,218.8,8.95,2.25,0.337
,Equ,348.4,7.43,-0.28,0.23
,Pav,177.6,8.28,2.03,1.251
,Ind,212.3,8.21,1.58,0.915
,Aqr,463.0,8.02,-0.31,1.045
,Vul,90.7,7.92,3.13,0.435
,Cyg,95.3,8.9,4.0,0.495
,Ind,154.1,8.37,2.43,0.317
,Ind,342.5,8.89,1.22,1.137
,Cyg,369.0,8.2,0.36,1.176
,Pav,113.8,7.53,2.25,0.142
,Mic,115.5,8.69,3.38,0.422
,Cap,173.6,7.84,1.64,1.191
,Mic,182.1,8.78,2.48,0.26
,Cep,316.5,7.49,-0.01,0.113
,Peg,138.5,11.13,5.42,0.635
,Cyg,537.6,7.5,-1.15,1.271
,Cyg,200.0,8.35,1.84,0.222
,Vul,46.5,9.69,6.35,0.94
,Cap,326.8,8.75,1.18,0.424
,Cyg,72.8,7.98,3.67,0.541
,Cep,367.6,8.67,0.84,0.335
,Cap,159.7,7.08,1.06,1.09
,Ind,970.9,8.07,-1.87,1.53
,Cep,135.7,8.07,2.41,0.505
,Cyg,43.9,9.77,6.56,1.003
,Aqr,140.3,8.95,3.22,0.469
,Cap,174.8,6.73,0.52,1.003
,Aqr,100.8,6.65,1.63,0.175
,Ind,209.2,7.47,0.87,0.364
,Aqr,12.2,10.87,10.44,1.49
,Mic,159.7,6.86,0.84,0.961
,Aqr,253.8,8.35,1.33,0.115
,Aqr,60.0,7.62,3.73,0.625
,Oct,23.8,6.98,5.09,0.619
,Mic,124.8,9.71,4.23,0.435
,Equ,270.3,7.89,0.73,1.439
,Pav,19.8,5.67,4.19,0.59
,Mic,277.8,7.78,0.56,1.129
,Mic,77.2,6.47,2.03,0.52
,Equ,306.7,8.63,1.2,1.121
,Equ,458.7,9.93,1.62,1.169
,Pav,79.1,8.93,4.44,0.634
,Mic,171.5,10.3,4.13,0.64
,Cep,291.5,6.53,-0.79,-0.111
,Cep,214.6,8.09,1.43,0.02
,Aqr,108.6,8.26,3.08,0.629
,Cep,187.6,7.37,1.0,1.097
,Cap,51.6,6.25,2.69,0.385
,Oct,62.4,7.9,3.92,0.517
,Cyg,869.6,7.66,-2.04,-0.026
,Cap,179.2,8.39,2.12,1.19
,Aqr,454.5,7.56,-0.73,1.534
,Vul,202.0,8.22,1.69,0.649
,Cep,187.3,6.89,0.53,0.572
,Aqr,48.9,4.5,1.06,0.926
,Mic,108.6,9.62,4.44,0.59
,Aqr,62.2,10.57,6.6,1.055
,Cyg,398.4,7.82,-0.18,0.022
,Pav,337.8,9.56,1.92,0.618
,Aqr,400.0,9.28,1.27,0.833
,Cyg,609.8,8.15,-0.78,1.01
,Ind,88.3,7.72,2.99,0.624
,Cyg,68.3,7.6,3.43,0.513
,Mic,137.7,6.53,0.84,1.145
,Ind,87.2,9.47,4.77,0.67
,Peg,44.1,6.96,3.74,0.507
,Mic,155.0,10.12,4.17,0.36
,Vul,250.6,9.05,2.06,0.283
,Cep,153.1,8.49,2.56,0.433
,Cap,52.2,8.09,4.5,0.739
,Cyg,87.2,8.43,3.73,0.493
,Peg,140.4,8.02,2.28,0.751
,Cyg,157.7,7.45,1.46,1.082
,Equ,198.8,8.56,2.07,0.206
,Equ,75.2,6.44,2.06,0.375
,Cap,119.8,9.62,4.23,0.558
,Cyg,281.7,6.6,-0.65,-0.144
,Cyg,934.6,9.03,-0.82,0.125
,Vul,226.2,8.13,1.36,1.093
,Cap,109.8,8.28,3.08,0.543
,Aqr,198.4,8.71,2.22,1.235
,Ind,46.7,11.65,8.3,1.29
,Cyg,793.7,9.3,-0.2,0.094
,Cyg,787.4,8.83,-0.65,-0.084
,Aqr,69.7,10.28,6.06,0.99
,Cyg,365.0,7.24,-0.57,1.025
,Aqr,43.3,10.58,7.4,1.11
,Aqr,170.1,8.57,2.42,0.409
,Cyg,120.6,9.97,4.56,0.612
,Ind,217.9,8.91,2.22,1.181
,Pav,565.0,9.17,0.41,1.117
,Mic,239.8,6.66,-0.24,1.578
,Pav,131.2,6.92,1.33,0.27
,Oct,203.7,8.95,2.4,0.358
,Cep,254.5,7.76,0.73,0.037
,Cap,49.9,8.54,5.05,0.622
,Cap,101.4,7.53,2.5,0.343
,Cep,523.6,9.44,0.84,0.214
,Mic,217.9,6.56,-0.13,-0.079
,Mic,181.5,7.91,1.62,1.027
,Vul,662.3,10.41,1.3,0.004
,Equ,201.6,8.28,1.76,0.271
,Vul,64.6,8.14,4.09,0.534
,Cep,238.7,9.41,2.52,0.2
,Cyg,135.9,5.75,0.08,-0.111
,Vul,195.7,7.61,1.15,1.023
,Cep,440.5,8.69,0.47,0.96
,Cyg,78.3,8.01,3.54,0.516
,Equ,36.3,4.7,1.9,0.262
,Ind,598.8,9.76,0.87,1.437
,Mic,228.8,7.25,0.45,0.979
,Cap,207.5,8.38,1.8,0.355
,Ind,224.2,6.96,0.21,0.21
,Ind,34.8,7.07,4.36,0.687
,Pav,436.7,8.82,0.62,1.306
,Ind,565.0,8.62,-0.14,1.03
,Mic,166.7,9.5,3.39,0.479
,Mic,286.5,7.74,0.45,1.315
,Peg,181.8,7.51,1.21,0.493
,Cap,194.2,7.42,0.98,0.921
,Equ,71.2,10.84,6.58,1.05
,Vul,94.1,7.7,2.83,0.17
,Cyg,423.7,6.46,-1.68,0.007
,Equ,135.9,6.07,0.4,0.022
,Vul,243.3,6.71,-0.22,0.028
,Cap,247.5,8.17,1.2,1.06
,Cyg,99.2,7.6,2.62,0.388
,Peg,194.6,8.04,1.6,1.208
,Cep,245.1,7.14,0.19,1.226
,Mic,143.5,9.49,3.71,0.534
,Ind,290.7,9.67,2.35,1.039
,Mic,350.9,8.8,1.07,1.054
,Cyg,436.7,8.4,0.2,-0.031
,Cyg,719.4,7.53,-1.76,-0.037
,Cap,52.5,8.05,4.45,0.606
,Cyg,301.2,8.2,0.81,1.04
,Cyg,429.2,8.64,0.48,1.117
,Cap,157.2,8.89,2.91,0.387
,Aqr,349.7,8.28,0.56,0.971
,Mic,471.7,7.77,-0.6,1.004
,Mic,180.2,9.22,2.94,0.608
,Aqr,103.6,6.27,1.19,1.161
,Cyg,206.2,9.14,2.57,0.252
,Aqr,408.2,7.96,-0.09,1.336
,Aqr,58.6,8.69,4.85,0.593
,Cyg,398.4,8.2,0.2,1.159
,Cep,216.0,7.34,0.67,0.993
,Ind,483.1,8.9,0.48,0.196
,Cyg,32.3,11.06,8.52,1.372
,Cyg,714.3,8.71,-0.56,0.011
,Cep,819.7,9.31,-0.26,0.15
,Cyg,446.4,8.73,0.48,0.025
,Vul,438.6,8.62,0.41,-0.007
,Equ,152.0,7.44,1.53,-0.3
,Mic,507.6,8.52,-0.01,0.375
,Cyg,497.5,7.73,-0.75,0.064
,Aqr,148.6,9.05,3.19,0.478
,Cap,158.0,8.02,2.03,0.958
,Cyg,724.6,8.66,-0.64,0.043
,Equ,191.9,7.6,1.18,1.239
,Ind,308.6,9.47,2.02,0.503
,Pav,92.1,8.65,3.83,0.455
,Peg,57.4,10.09,6.29,0.792
,Mic,203.7,9.21,2.66,0.474
,Mic,235.3,8.98,2.12,0.806
,Cep,170.6,8.96,2.8,0.688
,Cap,216.5,9.8,3.12,0.6
,Cap,218.3,8.56,1.86,1.004
,Cyg,30.4,7.83,5.42,0.78
,Cyg,127.1,8.05,2.53,0.3
,Mic,161.0,9.61,3.58,0.45
,Cyg,163.9,8.57,2.5,0.534
,Cyg,526.3,6.69,-1.92,0.353
,Cyg,209.6,7.48,0.87,0.955
,Aqr,189.0,8.13,1.75,0.124
,Cyg,73.6,11.48,7.14,1.416
,Pav,120.3,6.18,0.78,1.087
,Pav,163.4,10.07,4.0,0.517
,Cap,251.3,8.69,1.69,0.83
,Cep,106.6,9.74,4.6,0.54
,Equ,250.0,8.13,1.14,1.006
,Ind,48.4,6.98,3.56,0.575
,Oct,355.9,8.61,0.85,1.497
,Cep,793.7,7.9,-1.6,0.144
,Equ,46.8,11.72,8.37,1.262
,Vul,680.3,7.76,-1.4,0.037
,Peg,220.8,11.01,4.29,-0.012
,Cep,546.4,7.13,-1.56,0.037
,Aqr,35.4,10.99,8.25,1.301
,Cyg,163.7,7.76,1.69,1.053
,Vul,76.6,9.69,5.27,0.833
,Ind,636.9,10.19,1.17,0.281
,Cyg,102.9,8.02,2.96,0.533
,Cep,104.7,7.52,2.42,0.389
,Aqr,139.1,8.31,2.59,0.48
,Vul,158.2,8.65,2.65,0.63
,Aqr,315.5,7.71,0.22,0.262
,Ind,135.7,6.93,1.27,1.112
,Ind,198.4,9.1,2.61,1.186
,Equ,628.9,11.62,2.63,1.763
,Aqr,204.1,7.47,0.92,1.2
,Mic,139.9,9.72,3.99,0.546
,Mic,107.8,8.83,3.67,0.519
,Aqr,166.1,7.89,1.79,0.321
,Ind,460.8,8.33,0.01,1.205
,Cep,400.0,8.39,0.38,0.968
,Aqr,140.8,8.57,2.83,0.1
,Cyg,143.1,7.09,1.31,0.019
,Mic,209.6,10.21,3.6,0.524
,Cep,156.2,6.89,0.92,1.206
,Ind,108.6,10.27,5.09,0.718
,Aqr,125.5,6.47,0.98,0.316
,Pav,93.0,9.92,5.08,0.474
,Equ,307.7,10.0,2.56,0.578
,Vul,130.0,8.4,2.83,0.456
,Peg,283.3,8.41,1.15,0.033
,Mic,77.9,8.51,4.05,0.486
,Peg,520.8,7.76,-0.82,1.46
,Aqr,164.7,8.48,2.4,0.378
,Cyg,277.0,6.85,-0.36,-0.143
,Mic,14.8,11.98,11.13,1.586
,Cyg,476.2,7.96,-0.43,-0.11
,Vul,166.4,7.33,1.22,1.132
,Pav,339.0,8.56,0.91,0.847
,Aqr,352.1,9.33,1.6,1.12
,Peg,323.6,8.23,0.68,0.204
,Cyg,147.9,6.54,0.69,0.951
,Aqr,122.2,8.88,3.44,0.593
,Ind,190.8,8.61,2.21,0.4
,Cep,408.2,8.7,0.65,0.276
,Aqr,185.2,7.56,1.22,1.089
,Aqr,238.1,8.29,1.41,0.133
,Peg,34.4,7.37,4.69,0.525
,Vul,53.8,8.06,4.41,0.595
,Cyg,213.7,7.63,0.98,1.165
,Equ,229.4,8.69,1.89,0.32
,Cap,274.7,7.99,0.8,0.047
,Cap,127.1,8.02,2.5,0.526
,Pav,699.3,8.75,-0.47,1.009
,Cep,176.1,7.1,0.87,-0.102
,Aqr,238.7,7.74,0.85,1.32
,Cap,125.0,7.64,2.15,0.26
,Cyg,340.1,7.83,0.17,-0.102
,Mic,104.8,7.17,2.07,0.441
,Equ,73.3,8.08,3.75,0.56
,Mic,268.1,8.33,1.19,0.53
,Cep,520.8,8.12,-0.46,0.174
,Equ,460.8,6.96,-1.36,1.627
,Cyg,353.4,7.64,-0.1,1.424
,Peg,304.9,9.92,2.5,0.319
,Mic,31.7,5.83,3.33,0.45
,Cyg,367.6,7.74,-0.09,1.061
,Cep,133.7,8.5,2.87,0.506
,Mic,366.3,7.92,0.1,1.304
,Aqr,333.3,8.95,1.34,1.082
,Pav,460.8,8.05,-0.27,1.324
,Aqr,323.6,8.37,0.82,0.957
,Cap,49.3,7.44,3.98,0.654
,Cyg,970.9,8.03,-1.91,1.687
,Cyg,283.3,8.68,1.42,0.986
,Oct,324.7,8.67,1.11,1.013
,Oct,204.9,9.64,3.08,0.498
,Cep,342.5,8.47,0.8,1.171
,Ind,292.4,9.17,1.84,1.12
,Cyg,520.8,8.57,-0.01,0.0
,Cyg,769.2,7.74,-1.69,0.209
,Cyg,347.2,7.28,-0.42,1.499
,Aqr,203.3,8.55,2.01,1.074
,Cyg,485.4,7.81,-0.62,1.0
,Mic,89.5,9.76,5.0,0.606
,Vul,129.7,8.23,2.66,0.504
,Pav,465.1,9.95,1.61,0.456
,Mic,128.5,8.83,3.28,0.633
,Pav,158.5,7.58,1.58,0.331
,Cap,348.4,9.71,2.0,0.455
,Cep,314.5,10.19,2.7,1.111
,Cap,310.6,7.91,0.45,1.094
,Cyg,847.5,8.63,-1.01,-0.036
,Peg,268.1,8.89,1.75,0.123
,Cyg,226.8,7.89,1.11,1.096
,Mic,335.6,8.66,1.03,1.103
,Cap,250.6,8.55,1.56,0.798
,Cyg,952.4,9.25,-0.64,0.232
,Cyg,309.6,7.72,0.27,0.14
,Cep,273.2,6.9,-0.28,1.208
,Equ,103.7,6.98,1.9,0.182
,Mic,235.3,7.48,0.62,1.015
,Ind,51.4,7.41,3.86,0.443
,Aqr,469.5,8.25,-0.11,0.996
,Cap,215.5,8.15,1.48,0.138
,Cep,518.1,10.52,1.95,0.196
,Pav,757.6,8.37,-1.03,1.181
,Peg,421.9,8.98,0.85,1.391
,Equ,86.6,7.41,2.72,0.432
,Vul,108.8,8.49,3.31,0.523
,Cyg,159.0,6.75,0.74,0.16
,Peg,140.6,8.07,2.33,0.525
,Vul,256.4,8.02,0.98,1.025
,Cyg,43.9,3.21,-0.0,0.99
,Cyg,26.9,7.32,5.17,0.666
,Vul,398.4,7.83,-0.17,1.472
,Equ,63.4,7.73,3.72,0.458
,Cep,204.1,9.49,2.94,0.61
,Cyg,555.6,7.97,-0.75,0.011
,Mic,33.0,5.25,2.66,0.46
,Cep,277.8,8.36,1.14,1.201
,Aqr,317.5,7.5,-0.01,1.545
,Cyg,662.3,7.71,-1.4,0.155
,Aqr,114.2,7.95,2.66,0.319
,Mic,505.1,8.82,0.3,0.289
,Cyg,518.1,7.72,-0.85,-0.059
,Mic,102.4,9.25,4.2,0.517
,Cyg,431.0,7.27,-0.9,-0.092
,Peg,213.7,7.31,0.66,1.37
,Cyg,393.7,8.22,0.24,-0.041
,Mic,112.5,5.41,0.16,1.425
,Cap,255.8,7.35,0.31,1.331
,Mic,112.1,5.97,0.72,0.967
,Mic,565.0,9.64,0.88,1.085
,Pav,274.0,5.06,-2.13,1.578
,Cep,161.3,6.12,0.08,0.092
,Vul,307.7,8.49,1.05,1.092
,Cyg,273.2,8.64,1.46,0.16
,Equ,46.0,8.18,4.86,0.665
,Mic,159.7,8.6,2.58,0.481
,Ind,226.2,9.09,2.32,1.002
,Cyg,602.4,7.77,-1.13,1.329
,Cap,61.1,7.53,3.6,0.433
,Cyg,471.7,6.07,-2.3,0.223
,Cap,76.8,8.01,3.58,0.519
,Equ,95.6,7.24,2.34,0.323
,Ind,73.9,8.19,3.85,0.714
,Cyg,492.6,9.92,1.46,0.401
,Peg,87.6,6.27,1.56,0.238
,Equ,107.1,7.15,2.0,0.33
,Ind,751.9,6.87,-2.51,1.631
,Aqr,274.7,7.31,0.12,0.953
,Cep,806.5,8.85,-0.68,0.384
,Ind,359.7,7.21,-0.57,1.406
,Cap,66.0,11.7,7.6,1.234
,Cyg,322.6,9.0,1.46,0.12
,Cyg,505.1,8.33,-0.19,0.968
Solaris,Peg,48.4,9.78,6.36,1.611
,Cyg,381.7,7.33,-0.58,0.887
,Vul,450.5,9.83,1.56,0.175
,Aqr,456.6,7.29,-1.01,1.412
,Equ,337.8,7.97,0.33,1.367
,Aqr,96.4,9.32,4.4,0.63
,Ind,164.7,8.31,2.23,0.329
,Cep,42.8,6.38,3.22,0.625
,Cyg,314.5,8.4,0.91,0.03
,Cyg,147.7,9.21,3.36,0.462
,Cep,113.0,6.67,1.4,0.882
,Cap,333.3,8.05,0.44,1.556
,Ind,156.7,8.84,2.86,0.37
,Mic,252.5,7.14,0.13,1.324
,Aqr,555.6,8.66,-0.06,1.021
,Oct,137.2,9.32,3.63,0.492
,Pav,602.4,8.34,-0.56,1.557
,Ind,740.7,9.54,0.19,0.372
,Mic,377.4,8.98,1.1,0.914
,Cyg,495.0,7.96,-0.51,1.336
,Cep,450.5,9.12,0.85,0.323
,Vul,221.7,9.15,2.42,0.306
,Cyg,246.3,7.08,0.12,1.176
,Aqr,283.3,8.74,1.48,1.154
,Cep,127.6,9.5,3.97,0.401
,Aqr,116.3,8.98,3.65,0.426
,Mic,29.7,7.38,5.01,0.689
,Cap,120.3,7.0,1.6,0.015
,Cyg,91.6,8.6,3.79,0.463
,Cep,127.9,7.11,1.58,0.161
,Aqr,671.1,8.38,-0.75,1.075
,Cyg,680.3,7.36,-1.8,-0.176
,Peg,49.1,10.33,6.88,0.95
,Cyg,625.0,8.7,-0.28,1.181
,Aqr,211.4,7.55,0.92,1.005
,Equ,214.6,8.13,1.47,0.111
,Equ,245.1,7.87,0.92,1.39
,Cyg,546.4,6.18,-2.51,1.105
,Mic,142.7,7.71,1.94,0.955
,Cyg,220.3,9.41,2.7,0.263
,Vul,317.5,7.99,0.48,0.366
,Aqr,467.3,9.23,0.88,1.282
,Cyg,390.6,9.12,1.16,0.303
,Cyg,233.1,7.84,1.0,0.974
,Mic,943.4,8.09,-1.78,0.014
,Equ,335.6,7.78,0.15,0.169
,Ind,143.7,7.99,2.2,0.9
,Mic,193.4,7.76,1.33,1.112
,Mic,420.2,8.31,0.19,0.446
,Ind,207.5,8.83,2.24,0.698
,Cyg,184.5,8.48,2.15,0.1
,Ind,63.8,6.89,2.86,1.011
,Aqr,170.1,6.77,0.62,-0.068
,Mic,289.9,8.51,1.2,1.474
,Pav,110.3,7.9,2.69,0.5
,Cep,840.3,9.68,0.06,0.273
,Mic,142.2,9.09,3.32,0.285
,Cyg,244.5,7.08,0.14,0.796
,Equ,286.5,8.07,0.78,0.077
,Cyg,354.6,7.37,-0.38,-0.099
,Cep,123.6,7.61,2.15,0.165
,Cyg,253.8,8.86,1.84,1.0
,Cep,142.9,8.11,2.34,0.956
,Cyg,105.8,7.51,2.39,0.41
,Mic,91.7,7.95,3.14,0.578
,Cyg,170.4,7.25,1.09,1.225
,Peg,249.4,8.02,1.04,0.209
,Cyg,109.3,7.68,2.49,0.347
,Cyg,270.3,8.09,0.93,0.179
,Pav,58.1,10.04,6.22,0.9
,Pav,235.8,7.56,0.7,1.293
,Equ,18.5,4.47,3.14,0.529
,Aqr,467.3,8.49,0.14,1.337
,Equ,423.7,7.47,-0.66,1.588
,Mic,148.6,8.24,2.38,0.837
,Cap,211.4,8.42,1.79,0.469
,Cap,50.8,8.39,4.86,0.614
,Ind,198.4,9.6,3.11,0.405
,Vul,478.5,7.51,-0.89,1.382
,Vul,229.4,7.63,0.83,1.049
,Mic,440.5,7.9,-0.32,1.491
,Aqr,180.2,7.93,1.65,0.278
,Peg,156.0,9.7,3.73,0.529
,Cep,448.4,6.87,-1.39,1.688
,Aqr,289.9,6.38,-0.93,1.574
,Peg,270.3,7.68,0.52,0.93
,Vul,207.0,9.65,3.07,0.593
,Mic,124.7,9.26,3.78,0.669
,Cyg,540.5,9.69,1.03,1.35
,Aqr,310.6,7.43,-0.03,0.092
,Cep,375.9,10.34,2.46,0.277
,Cap,267.4,9.31,2.17,0.641
,Cep,724.6,9.02,-0.28,1.032
,Cap,166.1,7.91,1.81,0.272
,Cep,735.3,8.67,-0.66,0.404
,Peg,78.5,6.95,2.48,0.292
,Mic,164.7,8.74,2.66,0.79
,Cep,173.9,6.98,0.78,0.944
,Cyg,20.3,3.74,2.2,0.393
,Pav,188.3,9.68,3.3,0.447
,Cep,131.2,9.21,3.62,0.575
,Mic,164.7,9.82,3.74,0.608
,Ind,99.6,9.36,4.37,0.651
,Aqr,83.6,8.13,3.52,0.559
,Mic,171.8,7.76,1.58,1.09
,Equ,456.6,9.17,0.87,1.033
,Mic,265.3,9.67,2.55,0.667
,Aqr,127.9,7.38,1.85,0.496
,Aqr,89.3,8.96,4.21,0.539
,Cep,96.5,8.31,3.39,0.569
,Ind,309.6,7.75,0.3,0.918
,Cap,253.8,7.66,0.64,1.059
,Cap,45.3,8.08,4.8,0.714
,Aqr,124.1,7.38,1.91,0.432
,Equ,442.5,8.45,0.22,1.539
,Ind,191.2,6.84,0.43,1.3
,Mic,386.1,7.4,-0.53,1.183
,Cap,185.5,7.23,0.89,1.044
,Mic,145.1,8.05,2.24,0.357
,Aqr,358.4,6.98,-0.79,1.461
,Cep,309.6,9.4,1.95,0.106
,Cep,72.7,9.56,5.25,0.751
,Cap,111.1,6.05,0.82,0.978
,Mic,917.4,8.65,-1.16,0.916
,Cep,193.8,8.11,1.67,0.15
,Cap,215.5,8.17,1.5,0.236
,Peg,322.6,8.74,1.2,0.063
,Cyg,182.5,6.99,0.68,0.978
,Cyg,724.6,9.83,0.53,0.117
,Cap,80.6,8.98,4.45,0.66
,Peg,740.7,7.93,-1.42,1.633
,Cyg,246.3,8.85,1.89,0.077
,Mic,171.2,6.2,0.03,1.138
,Cap,65.5,8.24,4.16,0.644
,Mic,512.8,8.51,-0.04,0.342
,Ind,151.3,6.93,1.03,0.954
,Equ,787.4,10.57,1.09,-0.072
,Ind,248.1,9.77,2.8,1.061
,Cap,199.6,8.9,2.4,0.566
,Pav,162.6,8.26,2.2,0.519
,Mic,523.6,8.91,0.32,0.424
,Equ,123.0,9.03,3.58,0.402
,Aqr,223.7,8.13,1.38,1.145
,Aqr,275.5,7.8,0.6,1.043
,Pav,213.7,9.75,3.1,0.503
,Cyg,67.4,6.6,2.46,0.903
,Mic,127.1,8.96,3.44,0.548
,Mic,229.4,8.24,1.44,0.965
,Aqr,192.7,8.5,2.08,0.459
,Pav,458.7,9.19,0.88,0.923
,Aqr,75.0,8.56,4.18,0.625
,Aqr,366.3,8.25,0.43,0.944
,Mic,148.1,9.72,3.87,0.627
,Vul,381.7,8.89,0.98,1.021
,Ind,187.6,8.48,2.11,0.477
,Mic,359.7,9.94,2.16,0.481
,Cep,216.5,8.57,1.89,0.419
,Cyg,403.2,8.17,0.14,1.482
,Mic,299.4,10.34,2.96,0.844
,Cap,160.5,8.37,2.34,0.319
,Cyg,341.3,7.46,-0.21,-0.07
,Cep,278.6,7.42,0.2,0.037
,Mic,56.1,8.62,4.88,0.611
,Vul,119.6,7.62,2.23,1.123
,Cyg,423.7,7.86,-0.28,1.511
,Cyg,452.5,6.45,-1.83,-0.129
,Cap,197.2,5.17,-1.3,1.161
,Ind,91.8,6.54,1.72,0.308
,Cyg,332.2,8.78,1.17,0.4
,Cep,826.4,9.62,0.03,0.336
,Peg,126.1,6.96,1.46,1.08
,Cep,291.5,5.92,-1.4,1.531
,Cep,74.8,7.92,3.55,0.422
,Cyg,421.9,9.52,1.39,0.927
,Pav,249.4,10.44,3.46,0.34
,Cyg,621.1,8.45,-0.52,1.439
,Cyg,180.8,9.29,3.0,0.541
,Ind,147.7,9.03,3.18,0.408
,Cap,187.6,5.31,-1.06,1.639
,Ind,234.2,9.4,2.55,0.555
,Equ,236.4,8.05,1.18,0.108
,Peg,184.2,8.45,2.12,0.161
,Ind,131.2,5.73,0.14,0.191
,Mic,216.0,6.13,-0.54,1.38
,Cyg,373.1,8.66,0.8,0.06
,Cep,165.8,9.48,3.38,0.709
,Cyg,90.6,7.88,3.1,0.376
,Cep,299.4,8.44,1.06,1.082
,Aqr,333.3,7.29,-0.32,1.008
Kitalpha,Equ,58.3,3.92,0.09,0.549
,Peg,371.7,7.32,-0.53,0.245
,Equ,374.5,7.4,-0.47,1.007
,Vul,69.7,10.17,5.95,0.983
,Cap,185.2,8.2,1.86,0.402
,Cyg,233.1,10.41,3.57,0.812
,Aqr,301.2,7.84,0.45,0.362
,Equ,555.6,8.94,0.22,1.104
,Oct,285.7,7.6,0.32,1.255
,Peg,429.2,9.02,0.86,1.705
,Mic,347.2,9.39,1.69,1.139
,Vul,190.8,6.99,0.59,0.887
,Cyg,500.0,7.83,-0.66,-0.02
,Aqr,150.4,6.62,0.73,1.093
,Cep,246.3,8.93,1.97,0.217
,Equ,478.5,7.33,-1.07,1.397
,Cep,326.8,9.67,2.1,0.259
,Pav,213.7,9.92,3.27,0.349
,Ind,86.8,9.23,4.54,0.727
,Equ,819.7,7.82,-1.75,1.616
,Equ,159.7,7.46,1.44,0.906
,Cyg,246.9,9.1,2.14,0.567
,Pav,117.8,9.18,3.82,0.332
