class,order,family,genus,species,adult_body_mass_g,maximum_longevity_y,litter_or_clutch_size_n,female_maturity_d,birth_or_hatching_weight_g
Aves,Accipitriformes,Accipitridae,Accipiter,albogularis,251.5,,,,
Aves,Accipitriformes,Accipitridae,Accipiter,badius,140.0,,3.25,363.468,
Aves,Accipitriformes,Accipitridae,Accipiter,bicolor,345.0,,2.7,,
Aves,Accipitriformes,Accipitridae,Accipiter,brachyurus,142.0,,,,
Aves,Accipitriformes,Accipitridae,Accipiter,brevipes,203.5,,4.0,363.468,
Aves,Accipitriformes,Accipitridae,Accipiter,castanilius,159.38,,,,
Aves,Accipitriformes,Accipitridae,Accipiter,chilensis,345.0,,2.7,,
Aves,Accipitriformes,Accipitridae,Accipiter,chionogaster,138.5,19.9,4.25,547.875,
Aves,Accipitriformes,Accipitridae,Accipiter,cirrocephalus,180.0,,3.25,,
Aves,Accipitriformes,Accipitridae,Accipiter,cooperii,452.0,20.333,4.35,730.0,28.0
Aves,Accipitriformes,Accipitridae,Accipiter,erythrauchen,156.0,,,,
Aves,Accipitriformes,Accipitridae,Accipiter,erythronemius,138.5,19.9,4.25,547.875,
Aves,Accipitriformes,Accipitridae,Accipiter,erythropus,107.0,,2.0,,
Aves,Accipitriformes,Accipitridae,Accipiter,fasciatus,453.5,,3.0,,
Aves,Accipitriformes,Accipitridae,Accipiter,francesiae,135.25,,3.0,,
Aves,Accipitriformes,Accipitridae,Accipiter,gentilis,988.75,22.0,3.5,636.835,37.0
Aves,Accipitriformes,Accipitridae,Accipiter,griseiceps,255.5,,,,
Aves,Accipitriformes,Accipitridae,Accipiter,gularis,118.75,,3.2,,
Aves,Accipitriformes,Accipitridae,Accipiter,gundlachi,675.0,,3.75,,
Aves,Accipitriformes,Accipitridae,Accipiter,haplochrous,240.5,,3.0,,
Aves,Accipitriformes,Accipitridae,Accipiter,henstii,1050.0,,2.0,,
Aves,Accipitriformes,Accipitridae,Accipiter,hiogaster,342.75,,2.725,,
Aves,Accipitriformes,Accipitridae,Accipiter,imitator,237.75,,,,
Aves,Accipitriformes,Accipitridae,Accipiter,luteoschistaceus,213.75,,,,
Aves,Accipitriformes,Accipitridae,Accipiter,madagascariensis,182.0,,3.0,,
Aves,Accipitriformes,Accipitridae,Accipiter,melanochlamys,269.0,,,,
Aves,Accipitriformes,Accipitridae,Accipiter,melanoleucus,701.88,10.0,2.8,1090.404,
Aves,Accipitriformes,Accipitridae,Accipiter,meyerianus,815.0,,3.0,,
Aves,Accipitriformes,Accipitridae,Accipiter,minullus,84.05,,2.0,363.468,
Aves,Accipitriformes,Accipitridae,Accipiter,nisus,212.0,20.25,4.75,365.0,13.8
Aves,Accipitriformes,Accipitridae,Accipiter,novaehollandiae,479.58,,2.725,,
Aves,Accipitriformes,Accipitridae,Accipiter,ovampensis,199.17,,3.0,,
Aves,Accipitriformes,Accipitridae,Accipiter,poliocephalus,225.0,,1.0,,
Aves,Accipitriformes,Accipitridae,Accipiter,rhodogaster,188.5,,,,
Aves,Accipitriformes,Accipitridae,Accipiter,rufitorques,209.0,,2.7,,
Aves,Accipitriformes,Accipitridae,Accipiter,rufiventris,198.0,,3.0,,
Aves,Accipitriformes,Accipitridae,Accipiter,soloensis,161.0,,3.5,726.936,
Aves,Accipitriformes,Accipitridae,Accipiter,striatus,138.5,19.9,4.25,547.875,
Aves,Accipitriformes,Accipitridae,Accipiter,superciliosus,73.9,,1.85,,
Aves,Accipitriformes,Accipitridae,Accipiter,tachiro,298.5,,2.45,,
Aves,Accipitriformes,Accipitridae,Accipiter,toussenelii,298.5,,2.45,,
Aves,Accipitriformes,Accipitridae,Accipiter,trinotatus,146.25,,,,
Aves,Accipitriformes,Accipitridae,Accipiter,trivirgatus,276.0,,2.0,,
Aves,Accipitriformes,Accipitridae,Accipiter,ventralis,138.5,19.9,4.25,547.875,
Aves,Accipitriformes,Accipitridae,Accipiter,virgatus,113.5,,3.5,,
Aves,Accipitriformes,Accipitridae,Aegypius,monachus,9625.0,39.0,1.0,1999.074,
Aves,Accipitriformes,Accipitridae,Aegypius,occipitalis,,,1.0,,
Aves,Accipitriformes,Accipitridae,Aquila,adalberti,3262.0,56.0,2.5,1767.453,78.0
Aves,Accipitriformes,Accipitridae,Aquila,africana,1060.12,,,,
Aves,Accipitriformes,Accipitridae,Aquila,audax,3466.0,40.0,2.0,1638.279,
Aves,Accipitriformes,Accipitridae,Aquila,ayresii,812.0,,1.5,,
Aves,Accipitriformes,Accipitridae,Aquila,chrysaetos,4383.0,48.0,2.0,1460.0,104.05
Aves,Accipitriformes,Accipitridae,Aquila,fasciata,2000.0,20.0,2.0,1090.404,
Aves,Accipitriformes,Accipitridae,Aquila,gurneyi,3060.0,,,,
Aves,Accipitriformes,Accipitridae,Aquila,heliaca,3262.0,56.0,2.5,1635.606,78.0
Aves,Accipitriformes,Accipitridae,Aquila,nipalensis,2534.5,42.5,2.0,1453.872,92.5
Aves,Accipitriformes,Accipitridae,Aquila,rapax,2347.0,42.5,2.0,1453.872,92.5
Aves,Accipitriformes,Accipitridae,Aquila,spilogaster,1413.83,,2.0,1453.872,
Aves,Accipitriformes,Accipitridae,Aquila,verreauxii,4195.0,40.0,2.0,1817.34,95.0
Aves,Accipitriformes,Accipitridae,Aviceda,cuculoides,275.75,,2.0,,
Aves,Accipitriformes,Accipitridae,Aviceda,jerdoni,363.0,,2.7,,
Aves,Accipitriformes,Accipitridae,Aviceda,leuphotes,196.0,,2.7,,
Aves,Accipitriformes,Accipitridae,Aviceda,subcristata,328.0,,2.5,,
Aves,Accipitriformes,Accipitridae,Busarellus,nigricollis,614.0,,1.75,,
Aves,Accipitriformes,Accipitridae,Butastur,indicus,402.0,8.5,3.0,726.936,
Aves,Accipitriformes,Accipitridae,Butastur,liventer,338.0,,2.7,,
Aves,Accipitriformes,Accipitridae,Butastur,rufipennis,335.0,,2.0,,
Aves,Accipitriformes,Accipitridae,Butastur,teesa,325.0,,3.0,,
Aves,Accipitriformes,Accipitridae,Buteo,albigula,495.0,,2.0,726.936,
Aves,Accipitriformes,Accipitridae,Buteo,albonotatus,757.0,,2.0,,
Aves,Accipitriformes,Accipitridae,Buteo,archeri,1062.33,,2.0,1090.404,30.0
Aves,Accipitriformes,Accipitridae,Buteo,augur,1060.67,,2.0,1090.404,30.0
Aves,Accipitriformes,Accipitridae,Buteo,auguralis,670.0,,2.5,,
Aves,Accipitriformes,Accipitridae,Buteo,bannermani,990.5,28.8,3.0,730.0,36.0
Aves,Accipitriformes,Accipitridae,Buteo,brachypterus,511.0,,2.0,,
Aves,Accipitriformes,Accipitridae,Buteo,brachyurus,495.0,,2.0,726.936,
Aves,Accipitriformes,Accipitridae,Buteo,burmanicus,878.25,28.8,3.0,910.202,36.0
Aves,Accipitriformes,Accipitridae,Buteo,buteo,878.25,28.8,3.0,910.202,36.0
Aves,Accipitriformes,Accipitridae,Buteo,galapagoensis,1163.33,,2.35,,
Aves,Accipitriformes,Accipitridae,Buteo,hemilasius,1342.5,,3.0,726.936,
Aves,Accipitriformes,Accipitridae,Buteo,jamaicensis,1126.0,30.667,2.75,730.0,57.6
Aves,Accipitriformes,Accipitridae,Buteo,japonicus,878.25,28.8,3.0,910.202,36.0
Aves,Accipitriformes,Accipitridae,Buteo,lagopus,945.5,18.8,4.0,728.468,42.31
Aves,Accipitriformes,Accipitridae,Buteo,lineatus,616.0,22.417,3.2,545.968,35.0
Aves,Accipitriformes,Accipitridae,Buteo,nitidus,510.58,,2.0,726.936,
Aves,Accipitriformes,Accipitridae,Buteo,oreophilus,700.0,,2.0,,
Aves,Accipitriformes,Accipitridae,Buteo,plagiatus,510.58,,2.0,726.936,
Aves,Accipitriformes,Accipitridae,Buteo,platypterus,437.0,18.333,2.5,584.4,28.0
Aves,Accipitriformes,Accipitridae,Buteo,regalis,1469.5,23.7,3.75,730.0,51.6
Aves,Accipitriformes,Accipitridae,Buteo,ridgwayi,,,2.0,,
Aves,Accipitriformes,Accipitridae,Buteo,rufinus,1174.5,8.5,3.25,726.936,
Aves,Accipitriformes,Accipitridae,Buteo,rufofuscus,1062.33,,2.0,1090.404,30.0
Aves,Accipitriformes,Accipitridae,Buteo,socotraensis,1174.5,8.5,3.25,726.936,
Aves,Accipitriformes,Accipitridae,Buteo,solitarius,505.0,17.0,1.0,1095.728,35.0
Aves,Accipitriformes,Accipitridae,Buteo,swainsoni,969.57,24.083,2.5,730.0,39.4
Aves,Accipitriformes,Accipitridae,Buteo,trizonatus,700.0,,2.0,,
Aves,Accipitriformes,Accipitridae,Buteo,ventralis,1210.0,,2.0,,
Aves,Accipitriformes,Accipitridae,Buteogallus,aequinoctialis,693.25,,1.0,,
Aves,Accipitriformes,Accipitridae,Buteogallus,anthracinus,996.0,13.5,1.5,730.0,
Aves,Accipitriformes,Accipitridae,Buteogallus,coronatus,2950.0,,1.0,,
Aves,Accipitriformes,Accipitridae,Buteogallus,gundlachii,945.0,13.5,1.5,730.0,
Aves,Accipitriformes,Accipitridae,Buteogallus,meridionalis,808.0,,1.0,,
Aves,Accipitriformes,Accipitridae,Buteogallus,schistaceus,1000.0,,,,
Aves,Accipitriformes,Accipitridae,Buteogallus,solitarius,3000.0,,1.0,,
Aves,Accipitriformes,Accipitridae,Buteogallus,urubitinga,1230.0,,1.2,,
Aves,Accipitriformes,Accipitridae,Chelictinia,riocourii,110.0,,4.0,,
Aves,Accipitriformes,Accipitridae,Chondrohierax,uncinatus,288.75,,2.0,,
Aves,Accipitriformes,Accipitridae,Chondrohierax,wilsonii,288.75,,2.0,,
Aves,Accipitriformes,Accipitridae,Circaetus,beaudouini,1717.25,17.3,1.0,1274.436,90.0
Aves,Accipitriformes,Accipitridae,Circaetus,cinerascens,,,1.0,,
Aves,Accipitriformes,Accipitridae,Circaetus,cinereus,2048.0,6.8,1.0,,100.0
Aves,Accipitriformes,Accipitridae,Circaetus,fasciolatus,1021.5,,1.0,,
Aves,Accipitriformes,Accipitridae,Circaetus,gallicus,1717.25,17.3,1.0,1274.436,90.0
Aves,Accipitriformes,Accipitridae,Circaetus,pectoralis,1717.25,17.3,1.0,1274.436,90.0
Aves,Accipitriformes,Accipitridae,Circus,aeruginosus,607.0,20.1,4.75,819.335,26.5
Aves,Accipitriformes,Accipitridae,Circus,approximans,752.5,18.0,3.77,,
Aves,Accipitriformes,Accipitridae,Circus,assimilis,521.25,,3.0,,
Aves,Accipitriformes,Accipitridae,Circus,buffoni,519.5,,3.75,,
Aves,Accipitriformes,Accipitridae,Circus,cinereus,468.5,,3.75,,
Aves,Accipitriformes,Accipitridae,Circus,cyaneus,436.5,17.1,4.5,584.4,21.8
Aves,Accipitriformes,Accipitridae,Circus,hudsonius,436.5,17.1,4.5,584.4,21.8
Aves,Accipitriformes,Accipitridae,Circus,macrosceles,655.75,,4.0,,
Aves,Accipitriformes,Accipitridae,Circus,macrourus,383.5,13.5,4.5,726.936,
Aves,Accipitriformes,Accipitridae,Circus,maillardi,655.75,,4.0,,
Aves,Accipitriformes,Accipitridae,Circus,maurus,532.0,,3.5,,
Aves,Accipitriformes,Accipitridae,Circus,melanoleucos,375.0,,4.5,-30258.711,
Aves,Accipitriformes,Accipitridae,Circus,pygargus,315.5,16.3,4.25,819.335,
Aves,Accipitriformes,Accipitridae,Circus,ranivorus,494.5,,3.565,,21.0
Aves,Accipitriformes,Accipitridae,Circus,spilonotus,562.25,,4.6,,
Aves,Accipitriformes,Accipitridae,Circus,spilothorax,562.25,,4.6,,
Aves,Accipitriformes,Accipitridae,Clanga,clanga,1934.65,,2.0,1453.872,
Aves,Accipitriformes,Accipitridae,Clanga,hastata,1431.67,26.1,2.0,1272.138,58.0
Aves,Accipitriformes,Accipitridae,Clanga,pomarina,1431.67,26.1,2.0,1272.138,58.0
Aves,Accipitriformes,Accipitridae,Cryptoleucopteryx,plumbea,482.0,,,,
Aves,Accipitriformes,Accipitridae,Elanoides,forficatus,442.62,,2.0,,
Aves,Accipitriformes,Accipitridae,Elanus,axillaris,265.5,,3.75,,
Aves,Accipitriformes,Accipitridae,Elanus,caeruleus,248.0,6.0,3.5,363.468,
Aves,Accipitriformes,Accipitridae,Elanus,leucurus,311.65,6.0,4.0,726.936,17.4
Aves,Accipitriformes,Accipitridae,Elanus,scriptus,315.8,,4.5,,
Aves,Accipitriformes,Accipitridae,Erythrotriorchis,buergersi,575.0,,,,
Aves,Accipitriformes,Accipitridae,Erythrotriorchis,radiatus,937.5,,2.0,,
Aves,Accipitriformes,Accipitridae,Eutriorchis,astur,,,1.0,,
Aves,Accipitriformes,Accipitridae,Gampsonyx,swainsonii,92.9,,2.5,,
Aves,Accipitriformes,Accipitridae,Geranoaetus,albicaudatus,889.0,6.5,2.0,1095.75,
Aves,Accipitriformes,Accipitridae,Geranoaetus,melanoleucus,2433.75,42.0,2.0,,
Aves,Accipitriformes,Accipitridae,Geranoaetus,polyosoma,880.0,,2.0,,
Aves,Accipitriformes,Accipitridae,Geranospiza,caerulescens,303.0,,2.0,,
Aves,Accipitriformes,Accipitridae,Gypaetus,barbatus,5606.04,40.0,1.5,2544.276,
Aves,Accipitriformes,Accipitridae,Gypohierax,angolensis,1600.0,27.1,1.0,1453.872,
Aves,Accipitriformes,Accipitridae,Gyps,africanus,5442.5,19.7,1.0,2180.808,150.0
Aves,Accipitriformes,Accipitridae,Gyps,bengalensis,4871.0,17.2,1.0,,
Aves,Accipitriformes,Accipitridae,Gyps,coprotheres,7862.0,41.4,1.0,1729.537,187.5
Aves,Accipitriformes,Accipitridae,Gyps,fulvus,7436.0,41.4,1.0,1460.0,200.0
Aves,Accipitriformes,Accipitridae,Gyps,himalayensis,10000.0,,1.0,,
Aves,Accipitriformes,Accipitridae,Gyps,indicus,5705.0,,1.0,1826.25,
Aves,Accipitriformes,Accipitridae,Gyps,rueppelli,7400.0,,1.0,2544.276,180.0
Aves,Accipitriformes,Accipitridae,Gyps,tenuirostris,5705.0,,1.0,1826.25,
Aves,Accipitriformes,Accipitridae,Haliaeetus,albicilla,4793.0,42.0,2.0,1729.537,86.0
Aves,Accipitriformes,Accipitridae,Haliaeetus,humilis,782.25,,3.0,,
Aves,Accipitriformes,Accipitridae,Haliaeetus,ichthyaetus,2037.5,,2.0,,
Aves,Accipitriformes,Accipitridae,Haliaeetus,leucocephalus,4740.0,48.0,2.0,1460.0,
Aves,Accipitriformes,Accipitridae,Haliaeetus,leucogaster,2751.5,10.417,2.0,1363.005,
Aves,Accipitriformes,Accipitridae,Haliaeetus,leucoryphus,2807.5,,2.5,1817.34,
Aves,Accipitriformes,Accipitridae,Haliaeetus,pelagicus,7224.75,25.0,2.0,1817.34,
Aves,Accipitriformes,Accipitridae,Haliaeetus,sanfordi,2190.0,,,,
Aves,Accipitriformes,Accipitridae,Haliaeetus,vocifer,2806.5,40.0,2.0,1453.872,
Aves,Accipitriformes,Accipitridae,Haliaeetus,vociferoides,3000.0,,2.0,,
Aves,Accipitriformes,Accipitridae,Haliastur,indus,529.0,,2.0,,
Aves,Accipitriformes,Accipitridae,Haliastur,sphenurus,755.0,11.0,2.0,,
Aves,Accipitriformes,Accipitridae,Hamirostra,melanosternon,1196.0,,2.0,,
Aves,Accipitriformes,Accipitridae,Harpagus,bidentatus,198.5,,2.0,,
Aves,Accipitriformes,Accipitridae,Harpagus,diodon,200.0,,2.0,,
Aves,Accipitriformes,Accipitridae,Harpia,harpyja,4800.0,16.8,2.0,1817.34,
Aves,Accipitriformes,Accipitridae,Harpyopsis,novaeguineae,2000.0,30.0,,,
Aves,Accipitriformes,Accipitridae,Helicolestes,hamatus,424.5,,2.0,,
Aves,Accipitriformes,Accipitridae,Henicopernis,longicauda,588.5,,,,
Aves,Accipitriformes,Accipitridae,Hieraaetus,ayresii,909.5,,1.0,,
Aves,Accipitriformes,Accipitridae,Hieraaetus,morphnoides,791.0,10.3,1.825,,
Aves,Accipitriformes,Accipitridae,Hieraaetus,pennatus,842.0,12.0,2.0,726.936,46.5
Aves,Accipitriformes,Accipitridae,Hieraaetus,wahlbergi,787.0,22.3,1.0,1090.404,
Aves,Accipitriformes,Accipitridae,Hieraaetus,weiskei,791.0,10.3,1.825,,
Aves,Accipitriformes,Accipitridae,Ictinaetus,malaiensis,1027.75,,1.0,,
Aves,Accipitriformes,Accipitridae,Ictinia,mississippiensis,281.0,11.2,2.0,365.0,17.0
Aves,Accipitriformes,Accipitridae,Ictinia,plumbea,245.25,,1.45,,
Aves,Accipitriformes,Accipitridae,Kaupifalco,monogrammicus,278.0,8.6,2.0,726.936,
Aves,Accipitriformes,Accipitridae,Leptodon,cayanensis,474.0,,2.5,,
Aves,Accipitriformes,Accipitridae,Leptodon,forbesi,576.0,,,,
Aves,Accipitriformes,Accipitridae,Leucopternis,kuhli,322.5,,,,
Aves,Accipitriformes,Accipitridae,Leucopternis,melanops,312.5,,,,
Aves,Accipitriformes,Accipitridae,Leucopternis,occidentalis,656.0,,1.0,,
Aves,Accipitriformes,Accipitridae,Leucopternis,semiplumbeus,287.5,,,,
Aves,Accipitriformes,Accipitridae,Lophaetus,occipitalis,1179.12,,1.53,,60.0
Aves,Accipitriformes,Accipitridae,Lophoictinia,isura,585.5,17.0,3.0,,
Aves,Accipitriformes,Accipitridae,Lophotriorchis,kienerii,815.5,,1.0,,
Aves,Accipitriformes,Accipitridae,Macheiramphus,alcinus,650.0,,1.25,,
Aves,Accipitriformes,Accipitridae,Megatriorchis,doriae,1000.0,,,,
Aves,Accipitriformes,Accipitridae,Melierax,canorus,636.0,,1.75,,
Aves,Accipitriformes,Accipitridae,Melierax,gabar,155.5,,2.25,,
Aves,Accipitriformes,Accipitridae,Melierax,metabates,758.5,,1.2,,
Aves,Accipitriformes,Accipitridae,Melierax,poliopterus,636.0,,1.75,,
Aves,Accipitriformes,Accipitridae,Micronisus,gabar,166.25,,2.165,,
Aves,Accipitriformes,Accipitridae,Milvus,aegyptius,828.5,24.0,2.5,1095.0,43.5
Aves,Accipitriformes,Accipitridae,Milvus,migrans,828.5,24.0,2.5,1095.0,43.5
Aves,Accipitriformes,Accipitridae,Milvus,milvus,1090.0,38.0,2.0,1001.835,50.0
Aves,Accipitriformes,Accipitridae,Morphnarchus,princeps,1000.0,,,,
Aves,Accipitriformes,Accipitridae,Morphnus,guianensis,1750.0,,2.0,,
Aves,Accipitriformes,Accipitridae,Necrosyrtes,monachus,2075.0,,1.0,,
Aves,Accipitriformes,Accipitridae,Neophron,percnopterus,2039.33,37.0,2.0,1817.34,
Aves,Accipitriformes,Accipitridae,Nisaetus,alboniger,830.0,,,,
Aves,Accipitriformes,Accipitridae,Nisaetus,bartelsi,,,1.0,,
Aves,Accipitriformes,Accipitridae,Nisaetus,cirrhatus,1585.0,,1.0,,
Aves,Accipitriformes,Accipitridae,Nisaetus,floris,1585.0,,1.0,,
Aves,Accipitriformes,Accipitridae,Nisaetus,kelaarti,3000.0,,1.0,,
Aves,Accipitriformes,Accipitridae,Nisaetus,nanus,560.0,,,,
Aves,Accipitriformes,Accipitridae,Nisaetus,nipalensis,3000.0,,1.0,,
Aves,Accipitriformes,Accipitridae,Nisaetus,philippensis,1168.0,,,,
Aves,Accipitriformes,Accipitridae,Parabuteo,leucorrhous,339.5,,2.2,,
Aves,Accipitriformes,Accipitridae,Parabuteo,unicinctus,939.63,25.0,2.92,365.0,
Aves,Accipitriformes,Accipitridae,Pernis,apivorus,762.5,29.0,2.0,910.968,
Aves,Accipitriformes,Accipitridae,Pernis,celebensis,722.0,,2.0,,
Aves,Accipitriformes,Accipitridae,Pernis,ptilorhynchus,837.5,29.0,2.0,910.968,
Aves,Accipitriformes,Accipitridae,Pernis,steerei,722.0,,2.0,,
Aves,Accipitriformes,Accipitridae,Pithecophaga,jefferyi,5325.0,41.0,1.0,1825.0,
Aves,Accipitriformes,Accipitridae,Polemaetus,bellicosus,4706.75,25.0,1.0,1817.34,
Aves,Accipitriformes,Accipitridae,Polyboroides,radiatus,,,2.0,,
Aves,Accipitriformes,Accipitridae,Polyboroides,typus,637.5,,2.0,1090.404,
Aves,Accipitriformes,Accipitridae,Pseudastur,albicollis,652.0,,1.0,,
Aves,Accipitriformes,Accipitridae,Rostrhamus,sociabilis,382.58,17.0,3.0,657.45,29.3
Aves,Accipitriformes,Accipitridae,Rupornis,magnirostris,276.0,,2.0,,
Aves,Accipitriformes,Accipitridae,Sarcogyps,calvus,4550.0,,1.0,,
Aves,Accipitriformes,Accipitridae,Spilornis,cheela,800.0,,1.0,,
Aves,Accipitriformes,Accipitridae,Spilornis,holospilus,765.25,,1.0,,
Aves,Accipitriformes,Accipitridae,Spilornis,kinabaluensis,800.0,,1.0,,
Aves,Accipitriformes,Accipitridae,Spilornis,klossi,800.0,,1.0,,
Aves,Accipitriformes,Accipitridae,Spilornis,minimus,800.0,,1.0,,
Aves,Accipitriformes,Accipitridae,Spilornis,rufipectus,800.0,,1.0,,
Aves,Accipitriformes,Accipitridae,Spizaetus,isidori,,,1.0,,
Aves,Accipitriformes,Accipitridae,Spizaetus,melanoleucus,807.5,,1.0,,
Aves,Accipitriformes,Accipitridae,Spizaetus,nanus,560.0,,,,
Aves,Accipitriformes,Accipitridae,Spizaetus,ornatus,1214.75,,1.0,,
Aves,Accipitriformes,Accipitridae,Spizaetus,tyrannus,1067.25,,2.0,,
Aves,Accipitriformes,Accipitridae,Stephanoaetus,coronatus,3643.75,18.0,1.81,1817.34,
Aves,Accipitriformes,Accipitridae,Terathopius,ecaudatus,2278.17,,1.0,,
Aves,Accipitriformes,Accipitridae,Torgos,tracheliotos,6800.0,,1.0,2180.808,200.0
Aves,Accipitriformes,Accipitridae,Trigonoceps,occipitalis,3828.5,,1.0,,
Aves,Accipitriformes,Accipitridae,Urotriorchis,macrourus,492.0,,,,
Aves,Accipitriformes,Cathartidae,Cathartes,aura,1776.0,20.8,2.0,730.5,60.0
Aves,Accipitriformes,Cathartidae,Cathartes,burrovianus,1046.0,,2.0,,
Aves,Accipitriformes,Cathartidae,Cathartes,melambrotus,1344.0,,2.0,,
Aves,Accipitriformes,Cathartidae,Coragyps,atratus,2080.5,25.5,2.0,2921.0,70.0
Aves,Accipitriformes,Cathartidae,Gymnogyps,californianus,8800.0,45.0,1.0,2185.404,185.3
Aves,Accipitriformes,Cathartidae,Sarcoramphus,papa,3402.5,40.0,1.0,,
Aves,Accipitriformes,Cathartidae,Vultur,gryphus,10500.0,75.0,1.0,2555.0,255.0
Aves,Accipitriformes,Pandionidae,Pandion,cristatus,1527.5,32.0,3.0,1092.702,46.15
Aves,Accipitriformes,Pandionidae,Pandion,haliaetus,1527.5,32.0,3.0,1092.702,46.15
Aves,Accipitriformes,Sagittariidae,Sagittarius,serpentarius,3900.0,18.6,2.0,,56.0
Aves,Anseriformes,Anatidae,Aix,galericulata,560.0,10.0,10.5,363.468,
Aves,Anseriformes,Anatidae,Aix,sponsa,657.5,22.5,11.8,365.0,23.85
Aves,Anseriformes,Anatidae,Alopochen,aegyptiaca,1900.0,25.5,8.484,730.0,54.0
Aves,Anseriformes,Anatidae,Amazonetta,brasiliensis,400.0,,7.0,,
Aves,Anseriformes,Anatidae,Anas,acuta,872.25,27.417,7.7,240.0,28.0
Aves,Anseriformes,Anatidae,Anas,albogularis,472.0,17.083,7.95,,
Aves,Anseriformes,Anatidae,Anas,americana,786.0,21.333,8.5,364.234,24.0
Aves,Anseriformes,Anatidae,Anas,andium,420.25,,6.401,,
Aves,Anseriformes,Anatidae,Anas,aucklandica,493.25,,5.5,,
Aves,Anseriformes,Anatidae,Anas,bahamensis,532.5,6.25,8.05,,
Aves,Anseriformes,Anatidae,Anas,bernieri,362.5,,6.0,,
Aves,Anseriformes,Anatidae,Anas,capensis,403.33,,8.401,,23.4
Aves,Anseriformes,Anatidae,Anas,carolinensis,342.4,27.1,9.5,271.734,15.9
Aves,Anseriformes,Anatidae,Anas,castanea,590.0,,9.5,,
Aves,Anseriformes,Anatidae,Anas,chlorotis,500.0,,5.5,,
Aves,Anseriformes,Anatidae,Anas,clypeata,613.0,22.34,10.0,240.0,24.0
Aves,Anseriformes,Anatidae,Anas,crecca,343.8,27.1,9.5,271.734,15.9
Aves,Anseriformes,Anatidae,Anas,cyanoptera,383.0,12.917,10.0,364.234,18.2
Aves,Anseriformes,Anatidae,Anas,diazi,1123.0,29.1,10.515,365.0,30.7
Aves,Anseriformes,Anatidae,Anas,discors,398.5,23.25,10.0,301.734,18.3
Aves,Anseriformes,Anatidae,Anas,eatoni,841.0,27.417,7.5,240.0,28.0
Aves,Anseriformes,Anatidae,Anas,erythrorhyncha,577.25,,9.0,,
Aves,Anseriformes,Anatidae,Anas,falcata,649.0,,8.0,,
Aves,Anseriformes,Anatidae,Anas,flavirostris,420.25,,6.401,,
Aves,Anseriformes,Anatidae,Anas,formosa,435.5,,7.4,,
Aves,Anseriformes,Anatidae,Anas,fulvigula,1082.0,29.1,10.0,365.0,32.8
Aves,Anseriformes,Anatidae,Anas,georgica,585.67,,6.4,,
Aves,Anseriformes,Anatidae,Anas,gibberifrons,481.75,17.083,7.95,,
Aves,Anseriformes,Anatidae,Anas,gracilis,488.75,31.7,8.0,,
Aves,Anseriformes,Anatidae,Anas,hottentota,240.0,,7.102,,
Aves,Anseriformes,Anatidae,Anas,laysanensis,1082.0,29.1,9.35,365.0,28.6
Aves,Anseriformes,Anatidae,Anas,luzonica,866.75,,10.0,,
Aves,Anseriformes,Anatidae,Anas,melleri,973.25,,8.0,,
Aves,Anseriformes,Anatidae,Anas,nesiotis,465.5,,5.5,,
Aves,Anseriformes,Anatidae,Anas,penelope,757.0,35.167,9.0,365.0,23.5
Aves,Anseriformes,Anatidae,Anas,platalea,523.0,,6.501,,
Aves,Anseriformes,Anatidae,Anas,platyrhynchos,1121.0,29.1,10.515,365.0,30.7
Aves,Anseriformes,Anatidae,Anas,poecilorhyncha,1163.0,,8.0,,
Aves,Anseriformes,Anatidae,Anas,puna,554.0,,8.25,,
Aves,Anseriformes,Anatidae,Anas,querquedula,334.0,19.75,8.5,364.234,21.0
Aves,Anseriformes,Anatidae,Anas,rhynchotis,665.0,,10.0,,
Aves,Anseriformes,Anatidae,Anas,rubripes,1153.67,29.1,9.501,365.0,32.0
Aves,Anseriformes,Anatidae,Anas,sibilatrix,830.0,,6.75,,
Aves,Anseriformes,Anatidae,Anas,smithii,606.75,,9.0,,30.0
Aves,Anseriformes,Anatidae,Anas,sparsa,1000.0,,5.941,,
Aves,Anseriformes,Anatidae,Anas,specularis,1461.0,,4.9,,
Aves,Anseriformes,Anatidae,Anas,strepera,850.0,28.0,10.0,240.0,34.05
Aves,Anseriformes,Anatidae,Anas,superciliosa,981.0,,9.037,,
Aves,Anseriformes,Anatidae,Anas,undulata,917.0,6.083,7.9,,32.0
Aves,Anseriformes,Anatidae,Anas,versicolor,483.75,,8.25,,
Aves,Anseriformes,Anatidae,Anas,wyvilliana,1105.0,29.1,10.1,365.0,30.7
Aves,Anseriformes,Anatidae,Anas,zonorhyncha,1163.0,,8.0,,
Aves,Anseriformes,Anatidae,Anser,albifrons,2387.5,47.0,5.5,1095.0,80.15
Aves,Anseriformes,Anatidae,Anser,anser,3308.5,31.0,5.0,1095.0,88.5
Aves,Anseriformes,Anatidae,Anser,brachyrhynchus,2707.5,40.917,4.65,1095.0,89.0
Aves,Anseriformes,Anatidae,Anser,cygnoides,3475.0,31.0,5.5,,
Aves,Anseriformes,Anatidae,Anser,erythropus,1779.25,14.75,5.0,1090.404,60.0
Aves,Anseriformes,Anatidae,Anser,fabalis,2933.0,25.6,5.0,1092.702,89.0
Aves,Anseriformes,Anatidae,Anser,indicus,2413.75,,5.0,,93.5
Aves,Anseriformes,Anatidae,Anser,serrirostris,2933.0,25.6,5.0,1092.702,89.0
