class,order,family,genus,species,adult_body_mass_g,maximum_longevity_y,litter_or_clutch_size_n,female_maturity_d,birth_or_hatching_weight_g
Mammalia,Carnivora,Felidae,Leopardus,wiedii,3600.0,24.042,1.5,659.0,157.42
Mammalia,Carnivora,Felidae,Leptailurus,serval,11999.96,23.0,2.35,821.0,254.0
Mammalia,Carnivora,Felidae,Lynx,canadensis,9682.82,26.8,3.19,535.674,204.0
Mammalia,Carnivora,Felidae,Lynx,lynx,21150.0,26.8,2.25,639.0,258.0
Mammalia,Carnivora,Felidae,Lynx,pardinus,10225.0,13.0,2.5,,
Mammalia,Carnivora,Felidae,Lynx,rufus,9400.0,32.333,2.53,639.0,269.5
Mammalia,Carnivora,Felidae,Neofelis,nebulosa,19500.0,19.8,2.25,753.48,170.0
Mammalia,Carnivora,Felidae,Panthera,leo,149061.96,30.0,2.825,1095.0,1300.0
Mammalia,Carnivora,Felidae,Panthera,onca,81150.0,28.367,2.0,906.152,820.0
Mammalia,Carnivora,Felidae,Panthera,pardus,53075.0,27.3,2.14,937.0,550.0
Mammalia,Carnivora,Felidae,Panthera,tigris,128800.0,26.3,2.57,1268.0,1248.59
Mammalia,Carnivora,Felidae,Pardofelis,marmorata,47362.5,27.3,2.0,937.0,456.745
Mammalia,Carnivora,Felidae,Prionailurus,bengalensis,4150.0,17.3,2.5,563.675,93.86
Mammalia,Carnivora,Felidae,Prionailurus,iriomotensis,4150.0,17.3,2.5,563.675,93.86
Mammalia,Carnivora,Felidae,Prionailurus,planiceps,5141.88,14.308,,,
Mammalia,Carnivora,Felidae,Prionailurus,rubiginosus,1350.0,17.9,2.23,,
Mammalia,Carnivora,Felidae,Prionailurus,viverrinus,10650.0,17.2,2.0,,170.0
Mammalia,Carnivora,Felidae,Profelis,aurata,10650.0,21.0,2.0,650.61,248.33
Mammalia,Carnivora,Felidae,Puma,concolor,48000.0,23.8,2.76,912.0,400.0
Mammalia,Carnivora,Felidae,Puma,yagouaroundi,7000.0,18.6,2.34,803.51,
Mammalia,Carnivora,Felidae,Uncia,uncia,47812.5,21.2,2.12,785.91,469.225
Mammalia,Carnivora,Herpestidae,Atilax,paludinosus,3300.0,20.8,2.0,234.83,100.0
Mammalia,Carnivora,Herpestidae,Bdeogale,crassicauda,1646.06,10.817,0.98,,
Mammalia,Carnivora,Herpestidae,Bdeogale,jacksoni,2500.0,15.833,1.0,,
Mammalia,Carnivora,Herpestidae,Bdeogale,nigripes,2311.5,15.833,1.0,,
Mammalia,Carnivora,Herpestidae,Crossarchus,alexandri,1503.4,3.992,4.0,,
Mammalia,Carnivora,Herpestidae,Crossarchus,ansorgei,700.0,,,,
Mammalia,Carnivora,Herpestidae,Crossarchus,obscurus,790.0,13.3,4.0,274.0,9.78
Mammalia,Carnivora,Herpestidae,Crossarchus,platycephalus,790.0,13.3,4.0,274.0,9.78
Mammalia,Carnivora,Herpestidae,Cynictis,penicillata,598.5,15.2,2.0,730.0,
Mammalia,Carnivora,Herpestidae,Dologale,dybowskii,361.92,,4.0,,
Mammalia,Carnivora,Herpestidae,Galerella,flavescens,750.0,,,,
Mammalia,Carnivora,Herpestidae,Galerella,pulverulenta,683.0,11.7,2.6,,20.19
Mammalia,Carnivora,Herpestidae,Galerella,sanguinea,509.8,12.6,2.23,415.285,
Mammalia,Carnivora,Herpestidae,Helogale,hirtula,484.63,9.65,,,
Mammalia,Carnivora,Herpestidae,Helogale,parvula,274.8,18.0,3.19,423.04,
Mammalia,Carnivora,Herpestidae,Herpestes,brachyurus,1396.16,8.9,3.49,,
Mammalia,Carnivora,Herpestidae,Herpestes,edwardsi,1008.0,12.308,2.6,311.36,
Mammalia,Carnivora,Herpestidae,Herpestes,fuscus,519.6,12.6,2.365,415.285,
Mammalia,Carnivora,Herpestidae,Herpestes,ichneumon,2950.01,20.0,2.955,730.227,
Mammalia,Carnivora,Herpestidae,Herpestes,javanicus,775.0,16.6,2.21,301.0,25.92
Mammalia,Carnivora,Herpestidae,Herpestes,naso,3002.08,11.308,,,
Mammalia,Carnivora,Herpestidae,Herpestes,semitorquatus,1396.16,8.9,3.49,,
Mammalia,Carnivora,Herpestidae,Herpestes,smithii,1702.5,17.8,2.5,,
Mammalia,Carnivora,Herpestidae,Herpestes,urva,2123.7,13.333,3.0,,
Mammalia,Carnivora,Herpestidae,Herpestes,vitticollis,2315.0,12.808,2.615,,
Mammalia,Carnivora,Herpestidae,Ichneumia,albicauda,3500.0,14.8,2.33,754.74,
Mammalia,Carnivora,Herpestidae,Liberiictis,kuhni,1825.47,4.658,,,
Mammalia,Carnivora,Herpestidae,Mungos,gambianus,1644.98,5.408,,,
Mammalia,Carnivora,Herpestidae,Mungos,mungo,1331.5,17.4,2.68,343.622,24.2
Mammalia,Carnivora,Herpestidae,Paracynictis,selousi,1734.86,,2.25,,
Mammalia,Carnivora,Herpestidae,Rhynchogale,melleri,2240.33,,2.0,,
Mammalia,Carnivora,Herpestidae,Suricata,suricatta,776.0,20.6,3.86,365.0,29.75
Mammalia,Carnivora,Hyaenidae,Crocuta,crocuta,63000.0,41.1,2.0,1049.694,1390.0
Mammalia,Carnivora,Hyaenidae,Hyaena,brunnea,42977.93,31.9,2.3,1000.0,693.09
Mammalia,Carnivora,Hyaenidae,Hyaena,hyaena,35070.51,25.0,2.5,855.556,669.5
Mammalia,Carnivora,Hyaenidae,Proteles,cristata,8119.7,25.0,2.64,631.37,275.0
Mammalia,Carnivora,Mephitidae,Conepatus,chinga,3400.0,10.15,,,
Mammalia,Carnivora,Mephitidae,Conepatus,humboldtii,2248.8,10.15,3.49,,
Mammalia,Carnivora,Mephitidae,Conepatus,leuconotus,2645.29,10.2,3.5,319.578,
Mammalia,Carnivora,Mephitidae,Conepatus,semistriatus,1598.67,,3.995,,
Mammalia,Carnivora,Mephitidae,Mephitis,macroura,1031.38,8.733,4.34,,
Mammalia,Carnivora,Mephitidae,Mephitis,mephitis,2950.0,13.9,5.1,337.485,33.19
Mammalia,Carnivora,Mephitidae,Mydaus,javanensis,2500.0,,2.5,,
Mammalia,Carnivora,Mephitidae,Mydaus,marchei,2500.0,,,,
Mammalia,Carnivora,Mephitidae,Spilogale,angustifrons,612.0,14.0,7.5,304.36,9.5
Mammalia,Carnivora,Mephitidae,Spilogale,gracilis,612.0,14.0,5.07,304.36,9.5
Mammalia,Carnivora,Mephitidae,Spilogale,putorius,583.24,10.5,5.0,196.96,12.29
Mammalia,Carnivora,Mephitidae,Spilogale,pygmaea,312.5,,3.835,,6.9
Mammalia,Carnivora,Mustelidae,Aonyx,capensis,21411.11,14.2,2.56,368.231,1050.0
Mammalia,Carnivora,Mustelidae,Aonyx,cinerea,3000.0,23.625,1.47,,56.505
Mammalia,Carnivora,Mustelidae,Arctonyx,collaris,10500.0,15.8,3.0,,58.0
Mammalia,Carnivora,Mustelidae,Eira,barbara,4134.99,22.3,2.0,700.0,83.0
Mammalia,Carnivora,Mustelidae,Enhydra,lutris,943.25,30.0,1.0,659.435,1909.17
Mammalia,Carnivora,Mustelidae,Galictis,cuja,1000.0,11.808,3.5,,
Mammalia,Carnivora,Mustelidae,Galictis,vittata,2325.0,12.5,2.0,,50.0
Mammalia,Carnivora,Mustelidae,Gulo,gulo,12792.49,19.5,2.84,756.6,90.53
Mammalia,Carnivora,Mustelidae,Hydrictis,maculicollis,4000.0,22.9,2.0,841.82,
Mammalia,Carnivora,Mustelidae,Ictonyx,libyca,362.59,5.742,2.0,,5.0
Mammalia,Carnivora,Mustelidae,Ictonyx,striatus,811.02,14.392,2.17,304.0,13.69
Mammalia,Carnivora,Mustelidae,Lontra,canadensis,8087.42,27.0,2.67,730.0,140.0
Mammalia,Carnivora,Mustelidae,Lontra,felina,11195.36,3.408,2.895,,
Mammalia,Carnivora,Mustelidae,Lontra,longicaudis,7027.48,14.892,3.095,,
Mammalia,Carnivora,Mustelidae,Lontra,provocax,7499.98,,,,
Mammalia,Carnivora,Mustelidae,Lutra,lutra,7809.34,22.0,2.035,548.0,110.5
Mammalia,Carnivora,Mustelidae,Lutra,nippon,7809.34,22.0,2.035,548.0,110.5
Mammalia,Carnivora,Mustelidae,Lutra,sumatrana,5970.68,,,,
Mammalia,Carnivora,Mustelidae,Lutrogale,perspicillata,8956.25,20.0,4.12,943.94,
Mammalia,Carnivora,Mustelidae,Lyncodon,patagonicus,1000.0,11.808,3.5,,
Mammalia,Carnivora,Mustelidae,Martes,americana,892.0,19.0,2.73,456.25,31.3
Mammalia,Carnivora,Mustelidae,Martes,flavigula,2500.0,16.55,2.5,1262.74,57.5
Mammalia,Carnivora,Mustelidae,Martes,foina,1700.0,18.2,3.78,548.0,30.0
Mammalia,Carnivora,Mustelidae,Martes,gwatkinsii,2038.49,,,,
Mammalia,Carnivora,Mustelidae,Martes,martes,1299.99,18.2,3.8,508.47,30.0
Mammalia,Carnivora,Mustelidae,Martes,melampus,1000.0,12.308,,,
Mammalia,Carnivora,Mustelidae,Martes,pennanti,3175.0,14.3,2.92,413.84,34.78
Mammalia,Carnivora,Mustelidae,Martes,zibellina,1066.7,22.0,3.13,467.755,30.0
Mammalia,Carnivora,Mustelidae,Meles,anakuma,11884.03,18.6,3.11,403.277,84.25
Mammalia,Carnivora,Mustelidae,Meles,leucurus,11884.03,18.6,3.11,403.277,84.25
Mammalia,Carnivora,Mustelidae,Meles,meles,11884.03,18.6,3.11,403.277,84.25
Mammalia,Carnivora,Mustelidae,Mellivora,capensis,10000.0,31.3,2.33,,210.0
Mammalia,Carnivora,Mustelidae,Melogale,everetti,1922.63,,2.5,,
Mammalia,Carnivora,Mustelidae,Melogale,moschata,805.25,19.875,2.25,,
Mammalia,Carnivora,Mustelidae,Melogale,orientalis,1922.63,,2.75,,
Mammalia,Carnivora,Mustelidae,Melogale,personata,1922.63,,2.75,,
Mammalia,Carnivora,Mustelidae,Mustela,africana,536.98,,,,
Mammalia,Carnivora,Mustelidae,Mustela,altaica,175.62,,5.77,,
Mammalia,Carnivora,Mustelidae,Mustela,erminea,110.33,12.5,6.755,94.98,2.3
Mammalia,Carnivora,Mustelidae,Mustela,eversmanii,975.55,14.0,7.82,312.0,9.26
Mammalia,Carnivora,Mustelidae,Mustela,felipei,211.3,,,,
Mammalia,Carnivora,Mustelidae,Mustela,frenata,170.32,8.8,6.22,162.224,3.1
Mammalia,Carnivora,Mustelidae,Mustela,itatsi,530.85,8.833,6.48,,
Mammalia,Carnivora,Mustelidae,Mustela,kathiah,263.74,,,,
Mammalia,Carnivora,Mustelidae,Mustela,lutreola,566.44,10.0,4.5,323.0,7.6
Mammalia,Carnivora,Mustelidae,Mustela,lutreolina,498.55,8.833,6.48,,
Mammalia,Carnivora,Mustelidae,Mustela,nigripes,907.1,12.0,3.395,365.232,7.39
Mammalia,Carnivora,Mustelidae,Mustela,nivalis,49.75,10.0,5.085,120.0,2.6
Mammalia,Carnivora,Mustelidae,Mustela,nudipes,569.42,1.167,4.0,,
Mammalia,Carnivora,Mustelidae,Mustela,putorius,809.0,14.0,7.68,310.25,9.5
Mammalia,Carnivora,Mustelidae,Mustela,sibirica,530.85,8.833,6.48,,
Mammalia,Carnivora,Mustelidae,Mustela,strigidorsa,1500.0,,,,
Mammalia,Carnivora,Mustelidae,Mustela,subpalmata,49.75,10.0,5.085,120.0,2.6
Mammalia,Carnivora,Mustelidae,Neovison,macrodon,,,,,
Mammalia,Carnivora,Mustelidae,Neovison,vison,899.75,11.4,4.76,297.723,8.64
Mammalia,Carnivora,Mustelidae,Poecilogale,albinucha,282.83,6.242,2.215,676.991,4.0
Mammalia,Carnivora,Mustelidae,Pteronura,brasiliensis,24000.0,17.3,1.94,730.232,204.25
Mammalia,Carnivora,Mustelidae,Taxidea,taxus,8000.0,26.0,3.0,223.705,93.5
Mammalia,Carnivora,Mustelidae,Vormela,peregusna,542.5,8.917,5.76,91.154,
Mammalia,Carnivora,Nandiniidae,Nandinia,binotata,2167.2,21.208,2.0,1095.0,55.5
Mammalia,Carnivora,Odobenidae,Odobenus,rosmarus,846498.12,40.0,1.18,2005.875,61195.45
Mammalia,Carnivora,Otariidae,Arctocephalus,australis,67979.43,30.6,1.0,1095.348,4250.0
Mammalia,Carnivora,Otariidae,Arctocephalus,forsteri,67979.43,30.6,1.0,1459.0,4250.0
Mammalia,Carnivora,Otariidae,Arctocephalus,galapagoensis,45000.0,30.6,1.0,1095.75,4250.0
Mammalia,Carnivora,Otariidae,Arctocephalus,gazella,67979.43,30.6,1.0,1095.75,4420.0
Mammalia,Carnivora,Otariidae,Arctocephalus,philippii,94999.99,23.0,1.0,,5800.0
Mammalia,Carnivora,Otariidae,Arctocephalus,pusillus,127551.0,32.1,1.0,1294.443,5955.56
Mammalia,Carnivora,Otariidae,Arctocephalus,townsendi,101063.71,30.6,1.0,1095.348,4574.855
Mammalia,Carnivora,Otariidae,Arctocephalus,tropicalis,71111.27,23.0,1.2,1538.68,4383.705
Mammalia,Carnivora,Otariidae,Callorhinus,ursinus,55464.82,35.0,1.0,1461.0,5231.865
Mammalia,Carnivora,Otariidae,Eumetopias,jubatus,382466.74,32.8,1.0,1803.125,18625.0
Mammalia,Carnivora,Otariidae,Neophoca,cinerea,189274.99,24.1,1.0,1095.696,7075.0
Mammalia,Carnivora,Otariidae,Otaria,flavescens,193670.53,29.0,1.0,1461.0,12763.33
Mammalia,Carnivora,Otariidae,Phocarctos,hookeri,273499.99,23.0,1.0,2030.0,7000.0
Mammalia,Carnivora,Otariidae,Zalophus,californianus,158597.43,35.7,1.1,1643.625,6758.57
Mammalia,Carnivora,Otariidae,Zalophus,japonicus,158597.43,35.7,1.1,1643.625,6758.57
Mammalia,Carnivora,Otariidae,Zalophus,wollebaeki,158597.43,35.7,1.0,1826.25,6700.0
Mammalia,Carnivora,Phocidae,Cystophora,cristata,245448.4,35.0,1.0,1095.75,18690.795
Mammalia,Carnivora,Phocidae,Erignathus,barbatus,283333.33,31.452,1.0,1978.949,35743.465
Mammalia,Carnivora,Phocidae,Halichoerus,grypus,197570.01,46.672,1.0,1499.313,13995.35
Mammalia,Carnivora,Phocidae,Histriophoca,fasciata,68250.0,31.0,1.0,1095.75,10247.625
Mammalia,Carnivora,Phocidae,Hydrurga,leptonyx,375671.08,26.0,0.98,1329.096,29999.99
Mammalia,Carnivora,Phocidae,Leptonychotes,weddellii,410833.34,25.0,1.0,1532.0,27395.84
Mammalia,Carnivora,Phocidae,Lobodon,carcinophaga,238333.33,39.0,1.0,1461.0,22333.33
Mammalia,Carnivora,Phocidae,Mirounga,angustirostris,914528.74,20.292,1.0,1461.0,34815.885
Mammalia,Carnivora,Phocidae,Mirounga,leonina,1400000.0,23.0,1.0,1075.875,39655.93
Mammalia,Carnivora,Phocidae,Monachus,monachus,284940.66,23.7,1.0,1514.384,19800.0
Mammalia,Carnivora,Phocidae,Monachus,schauinslandi,197758.36,30.0,1.0,1826.205,17125.0
Mammalia,Carnivora,Phocidae,Monachus,tropicalis,197758.36,20.0,1.0,,17000.0
Mammalia,Carnivora,Phocidae,Ommatophoca,rossii,197959.4,21.0,0.98,1461.0,18633.335
Mammalia,Carnivora,Phocidae,Pagophilus,groenlandicus,141125.0,42.0,1.0,1862.3,9262.56
Mammalia,Carnivora,Phocidae,Phoca,largha,93097.92,47.6,1.0,1438.289,10606.875
Mammalia,Carnivora,Phocidae,Phoca,vitulina,94283.33,47.6,1.0,1438.289,11000.0
Mammalia,Carnivora,Phocidae,Pusa,caspica,86658.33,50.0,1.0,1526.85,10606.875
Mammalia,Carnivora,Phocidae,Pusa,hispida,88070.0,46.0,1.0,2191.5,5954.545
Mammalia,Carnivora,Phocidae,Pusa,sibirica,89499.99,56.0,1.01,2129.0,3000.0
Mammalia,Carnivora,Procyonidae,Bassaricyon,alleni,1238.75,25.25,1.0,649.809,54.99
Mammalia,Carnivora,Procyonidae,Bassaricyon,beddardi,1235.01,,,,
Mammalia,Carnivora,Procyonidae,Bassaricyon,gabbii,1242.5,25.25,1.0,649.809,54.99
Mammalia,Carnivora,Procyonidae,Bassaricyon,lasius,1200.0,,,,
Mammalia,Carnivora,Procyonidae,Bassaricyon,pauli,1200.0,8.733,,,
Mammalia,Carnivora,Procyonidae,Bassariscus,astutus,1010.37,19.0,3.0,300.0,28.58
Mammalia,Carnivora,Procyonidae,Bassariscus,sumichrasti,906.0,24.0,2.0,570.91,25.0
Mammalia,Carnivora,Procyonidae,Nasua,narica,3750.0,26.4,4.17,712.0,140.0
Mammalia,Carnivora,Procyonidae,Nasua,nasua,4000.0,23.7,3.81,785.91,142.455
Mammalia,Carnivora,Procyonidae,Nasuella,olivacea,1339.99,1.5,,,
Mammalia,Carnivora,Procyonidae,Potos,flavus,2420.91,38.4,1.0,830.778,173.42
Mammalia,Carnivora,Procyonidae,Procyon,cancrivorus,6270.0,19.0,2.75,498.185,70.5
Mammalia,Carnivora,Procyonidae,Procyon,lotor,5075.0,21.0,3.39,365.0,80.0
Mammalia,Carnivora,Procyonidae,Procyon,pygmaeus,2958.03,,,,
Mammalia,Carnivora,Ursidae,Ailuropoda,melanoleuca,117500.0,36.8,1.54,2351.485,109.29
Mammalia,Carnivora,Ursidae,Helarctos,malayanus,46000.0,35.9,1.1,2373.004,324.99
Mammalia,Carnivora,Ursidae,Melursus,ursinus,99999.99,40.0,1.54,1178.87,400.0
Mammalia,Carnivora,Ursidae,Tremarctos,ornatus,109250.0,39.258,1.5,1461.0,320.0
Mammalia,Carnivora,Ursidae,Ursus,americanus,132405.0,34.0,2.465,1278.0,288.07
Mammalia,Carnivora,Ursidae,Ursus,arctos,240500.0,50.0,2.27,1320.475,499.99
Mammalia,Carnivora,Ursidae,Ursus,maritimus,371703.81,45.0,1.66,1734.0,649.625
Mammalia,Carnivora,Ursidae,Ursus,thibetanus,99714.19,39.2,1.67,1015.0,357.5
Mammalia,Carnivora,Viverridae,Arctictis,binturong,12999.99,27.2,2.5,925.0,317.35
Mammalia,Carnivora,Viverridae,Arctogalidia,trivirgata,2250.0,16.1,2.5,1095.0,
Mammalia,Carnivora,Viverridae,Chrotogale,owstoni,3258.86,12.642,2.0,,81.5
Mammalia,Carnivora,Viverridae,Civettictis,civetta,13666.67,28.0,2.31,365.0,380.5
Mammalia,Carnivora,Viverridae,Cynogale,bennettii,4123.28,5.158,2.15,,
Mammalia,Carnivora,Viverridae,Diplogale,hosei,5452.04,0.167,,,
Mammalia,Carnivora,Viverridae,Genetta,abyssinica,1405.48,13.808,,,
Mammalia,Carnivora,Viverridae,Genetta,angolensis,1859.64,5.825,,,
Mammalia,Carnivora,Viverridae,Genetta,cristata,1519.54,34.0,2.0,,
Mammalia,Carnivora,Viverridae,Genetta,genetta,1866.67,34.0,2.29,1479.0,77.75
Mammalia,Carnivora,Viverridae,Genetta,johnstoni,2225.0,,,,
Mammalia,Carnivora,Viverridae,Genetta,maculata,2225.0,20.625,2.3,,
Mammalia,Carnivora,Viverridae,Genetta,pardina,1820.0,21.3,2.355,1151.41,71.5
Mammalia,Carnivora,Viverridae,Genetta,piscivora,1648.05,,0.96,,
Mammalia,Carnivora,Viverridae,Genetta,poensis,1820.0,21.3,2.355,1151.41,71.5
Mammalia,Carnivora,Viverridae,Genetta,servalina,1175.84,14.225,1.5,,
Mammalia,Carnivora,Viverridae,Genetta,thierryi,1400.0,4.908,,,
Mammalia,Carnivora,Viverridae,Genetta,tigrina,1760.0,21.3,2.5,1151.41,71.5
Mammalia,Carnivora,Viverridae,Genetta,victoriae,2743.69,1.167,,,
Mammalia,Carnivora,Viverridae,Hemigalus,derbyanus,2375.0,18.0,2.0,,125.0
Mammalia,Carnivora,Viverridae,Macrogalidia,musschenbroekii,5148.86,,,,
Mammalia,Carnivora,Viverridae,Paguma,larvata,4300.0,27.4,2.3,,
Mammalia,Carnivora,Viverridae,Paradoxurus,hermaphroditus,3180.0,25.0,3.29,341.492,88.65
Mammalia,Carnivora,Viverridae,Paradoxurus,jerdoni,3530.33,12.0,3.0,,
Mammalia,Carnivora,Viverridae,Paradoxurus,zeylonensis,2600.65,17.717,2.5,,
Mammalia,Carnivora,Viverridae,Poiana,leightoni,570.08,5.658,2.23,,
Mammalia,Carnivora,Viverridae,Poiana,richardsonii,570.08,5.658,2.23,,
Mammalia,Carnivora,Viverridae,Prionodon,linsang,691.42,12.642,2.15,,40.0
Mammalia,Carnivora,Viverridae,Prionodon,pardicolor,2821.34,13.475,2.0,,
Mammalia,Carnivora,Viverridae,Viverra,civettina,12871.12,28.0,2.31,365.0,380.5
Mammalia,Carnivora,Viverridae,Viverra,megaspila,,7.733,,,
Mammalia,Carnivora,Viverridae,Viverra,tangalunga,7349.99,15.225,1.92,,
Mammalia,Carnivora,Viverridae,Viverra,zibetha,10000.0,21.7,2.89,,
Mammalia,Carnivora,Viverridae,Viverricula,indica,2959.44,12.808,3.81,,
Mammalia,Cetacea,Balaenidae,Balaena,mysticetus,80000000.0,211.0,1.0,6391.56,900000.0
Mammalia,Cetacea,Balaenidae,Eubalaena,australis,23000000.0,70.0,1.0,3285.0,1160000.0
Mammalia,Cetacea,Balaenidae,Eubalaena,glacialis,23000000.0,67.0,1.0,3347.96,797164.0
Mammalia,Cetacea,Balaenidae,Eubalaena,japonica,23000000.0,67.0,1.0,3500.23,797164.0
Mammalia,Cetacea,Balaenopteridae,Balaenoptera,acutorostrata,7500000.0,50.0,1.0,2740.0,320000.0
Mammalia,Cetacea,Balaenopteridae,Balaenoptera,bonaerensis,7500000.0,73.0,1.0,2740.0,320000.0
Mammalia,Cetacea,Balaenopteridae,Balaenoptera,borealis,20000000.0,74.0,1.01,3274.59,650000.0
Mammalia,Cetacea,Balaenopteridae,Balaenoptera,edeni,20000000.0,72.0,1.0,3104.0,725930.49
Mammalia,Cetacea,Balaenopteridae,Balaenoptera,musculus,149000000.0,110.0,1.0,1959.8,2250000.0
Mammalia,Cetacea,Balaenopteridae,Balaenoptera,physalus,38800000.0,116.0,1.0,2311.418,1580000.0
Mammalia,Cetacea,Balaenopteridae,Megaptera,novaeangliae,30000000.0,95.0,1.0,1643.0,1330000.0
Mammalia,Cetacea,Delphinidae,Cephalorhynchus,commersonii,68700.0,25.8,1.0,2207.29,5834.74
Mammalia,Cetacea,Delphinidae,Cephalorhynchus,eutropia,45000.0,,0.985,2556.75,
Mammalia,Cetacea,Delphinidae,Cephalorhynchus,heavisidii,60000.0,,0.97,2556.75,9337.42
Mammalia,Cetacea,Delphinidae,Cephalorhynchus,hectori,49999.99,20.0,1.0,2799.539,
Mammalia,Cetacea,Delphinidae,Delphinus,capensis,77818.34,29.025,0.99,1674.589,7059.825
Mammalia,Cetacea,Delphinidae,Delphinus,delphis,77818.34,29.025,0.99,1573.894,7059.825
Mammalia,Cetacea,Delphinidae,Feresa,attenuata,151500.0,21.0,1.0,,
Mammalia,Cetacea,Delphinidae,Globicephala,macrorhynchus,726000.0,63.0,1.0,3470.0,60000.0
Mammalia,Cetacea,Delphinidae,Globicephala,melas,1060000.0,60.0,1.0,2472.012,109667.0
Mammalia,Cetacea,Delphinidae,Grampus,griseus,425000.0,42.5,1.0,3652.5,20000.0
Mammalia,Cetacea,Delphinidae,Lagenodelphis,hosei,164000.0,16.0,1.0,2623.286,
Mammalia,Cetacea,Delphinidae,Lagenorhynchus,acutus,186517.55,27.0,1.22,2232.176,24000.0
Mammalia,Cetacea,Delphinidae,Lagenorhynchus,albirostris,183317.43,13.0,1.0,5844.0,40000.0
Mammalia,Cetacea,Delphinidae,Lagenorhynchus,australis,180000.0,13.0,1.0,5844.0,40000.0
Mammalia,Cetacea,Delphinidae,Lagenorhynchus,cruciger,72400.0,46.0,1.0,2207.29,5834.74
Mammalia,Cetacea,Delphinidae,Lagenorhynchus,obliquidens,103000.0,46.0,1.0,3833.468,14000.0
Mammalia,Cetacea,Delphinidae,Lagenorhynchus,obscurus,80000.0,36.0,1.0,2191.5,
Mammalia,Cetacea,Delphinidae,Lissodelphis,borealis,113000.0,42.0,,3652.5,
Mammalia,Cetacea,Delphinidae,Lissodelphis,peronii,100000.0,,,,
Mammalia,Cetacea,Delphinidae,Orcaella,brevirostris,190000.0,30.0,1.0,1826.0,12300.0
Mammalia,Cetacea,Delphinidae,Orcinus,orca,4300000.0,100.0,1.0,4206.864,159333.33
Mammalia,Cetacea,Delphinidae,Peponocephala,electra,206000.0,47.0,1.0,4245.188,
Mammalia,Cetacea,Delphinidae,Pseudorca,crassidens,1360000.0,62.5,0.985,3491.922,
Mammalia,Cetacea,Delphinidae,Sotalia,fluviatilis,46666.68,35.0,0.985,2191.5,
Mammalia,Cetacea,Delphinidae,Sousa,chinensis,279999.99,24.95,1.0,3469.875,
Mammalia,Cetacea,Delphinidae,Sousa,teuszii,100000.0,20.0,1.0,2008.875,10000.0
Mammalia,Cetacea,Delphinidae,Stenella,attenuata,112500.0,46.0,1.0,3287.25,10000.0
Mammalia,Cetacea,Delphinidae,Stenella,clymene,75000.0,29.025,1.0,1947.345,7059.825
Mammalia,Cetacea,Delphinidae,Stenella,coeruleoalba,122950.0,57.5,1.5,2880.767,11300.0
Mammalia,Cetacea,Delphinidae,Stenella,frontalis,100000.0,,,3287.25,
Mammalia,Cetacea,Delphinidae,Stenella,longirostris,72666.66,29.025,0.99,1947.345,7059.825
Mammalia,Cetacea,Delphinidae,Steno,bredanensis,118250.0,48.0,,3650.0,
Mammalia,Cetacea,Delphinidae,Tursiops,aduncus,141150.0,53.0,1.0,3287.25,19350.0
Mammalia,Cetacea,Delphinidae,Tursiops,truncatus,230000.0,53.0,1.0,3126.01,19350.0
Mammalia,Cetacea,Eschrichtiidae,Eschrichtius,robustus,27300000.0,77.0,1.0,2922.0,500000.0
Mammalia,Cetacea,Iniidae,Inia,geoffrensis,98500.0,31.3,1.0,1826.25,6800.0
Mammalia,Cetacea,Iniidae,Lipotes,vexillifer,97819.16,24.0,1.0,3144.583,11593.3
Mammalia,Cetacea,Iniidae,Pontoporia,blainvillei,40416.66,16.0,1.0,916.781,7900.0
Mammalia,Cetacea,Monodontidae,Delphinapterus,leucas,1380000.0,40.0,1.02,1710.808,66000.0
Mammalia,Cetacea,Monodontidae,Monodon,monoceros,938126.44,50.0,1.0,2191.392,80000.0
Mammalia,Cetacea,Neobalaenidae,Caperea,marginata,4000000.0,,1.0,,70000.0
Mammalia,Cetacea,Phocoenidae,Neophocaena,phocaenoides,32500.0,33.0,1.0,2140.02,7000.0
Mammalia,Cetacea,Phocoenidae,Phocoena,dioptrica,72500.0,,0.97,,
Mammalia,Cetacea,Phocoenidae,Phocoena,phocoena,52730.93,20.4,1.0,1056.434,6887.5
Mammalia,Cetacea,Phocoenidae,Phocoena,sinus,44060.72,,1.0,136.98,
Mammalia,Cetacea,Phocoenidae,Phocoena,spinipinnis,59999.99,,0.97,,
Mammalia,Cetacea,Phocoenidae,Phocoenoides,dalli,106042.53,22.0,1.0,1997.21,
Mammalia,Cetacea,Physeteridae,Kogia,breviceps,424600.0,17.0,1.0,,82000.0
Mammalia,Cetacea,Physeteridae,Kogia,sima,186650.0,,1.0,,
Mammalia,Cetacea,Physeteridae,Physeter,catodon,10100000.0,100.0,1.0,3857.52,774000.0
Mammalia,Cetacea,Platanistidae,Platanista,gangetica,86500.0,28.0,1.0,3652.0,
Mammalia,Cetacea,Platanistidae,Platanista,minor,84000.0,28.0,1.0,3652.0,7000.0
Mammalia,Cetacea,Ziphiidae,Berardius,arnuxii,7000000.0,84.0,,,
Mammalia,Cetacea,Ziphiidae,Berardius,bairdii,11400000.0,84.0,0.99,4383.0,
Mammalia,Cetacea,Ziphiidae,Hyperoodon,ampullatus,5350000.0,37.0,1.0,3580.06,
Mammalia,Cetacea,Ziphiidae,Hyperoodon,planifrons,5440000.0,37.0,,3652.5,
